item:,1635115048,freq:,3775084
item:,2705343344,freq:,3775138
item:,3757306987,freq:,3791412
item:,769130252,freq:,3793569
item:,1989734189,freq:,3800807
item:,1950970419,freq:,3801214
item:,991703004,freq:,3814110
item:,1533733753,freq:,3816739
item:,3987047937,freq:,3818720
item:,1886456904,freq:,3821022
item:,75116024,freq:,3826217
item:,1817878617,freq:,3831786
item:,2186105506,freq:,3834930
item:,403989989,freq:,3838772
item:,1304101051,freq:,3841836
item:,2631854650,freq:,3842576
item:,3843074069,freq:,3908640
item:,4061353802,freq:,3925012
item:,1200273940,freq:,3944408
item:,4073302763,freq:,3959859
item:,1611872042,freq:,3977438
item:,1299663351,freq:,3996168
item:,250583426,freq:,4003741
item:,1252550304,freq:,4006800
item:,3988542844,freq:,4012710
item:,1262079172,freq:,4034288
item:,1975922803,freq:,4039329
item:,3321506353,freq:,4041923
item:,847068782,freq:,4044794
item:,3738128914,freq:,4052418
item:,2891793308,freq:,4052936
item:,3219746921,freq:,4061387
item:,4061362473,freq:,4093668
item:,4006934074,freq:,4102038
item:,1497688067,freq:,4107802
item:,2184024212,freq:,4122879
item:,1194896213,freq:,4127299
item:,1499804188,freq:,4145168
item:,276981394,freq:,4145926
item:,3815786234,freq:,4186501
item:,1678083057,freq:,4193809
item:,1482913482,freq:,4231737
item:,83796830,freq:,4282576
item:,29047075,freq:,4302694
item:,231468503,freq:,4307691
item:,1360251691,freq:,4311684
item:,224391670,freq:,4329695
item:,112178393,freq:,4346014
item:,257021608,freq:,4347682
item:,3258723041,freq:,4367557
item:,829697466,freq:,4371200
item:,3568034378,freq:,4380932
item:,887099185,freq:,4386975
item:,886341078,freq:,4410468
item:,3460374180,freq:,4426128
item:,3161509704,freq:,4426367
item:,3164672697,freq:,4431257
item:,2698338522,freq:,4436193
item:,3541622114,freq:,4443194
item:,495389816,freq:,4448110
item:,2813220846,freq:,4449775
item:,1566284005,freq:,4452784
item:,1719979043,freq:,4455608
item:,2710696783,freq:,4455762
item:,3005464257,freq:,4458455
item:,875058603,freq:,4464044
item:,3737791238,freq:,4468901
item:,1308550908,freq:,4470786
item:,1425829781,freq:,4484276
item:,3091738774,freq:,4509190
item:,3086677581,freq:,4537260
item:,655500721,freq:,4539600
item:,1927713508,freq:,4548024
item:,2718805990,freq:,4584600
item:,686215733,freq:,4615874
item:,4072549659,freq:,4616198
item:,260420767,freq:,4616216
item:,1092891183,freq:,4618364
item:,1801151490,freq:,4632833
item:,4144696433,freq:,4646262
item:,3135138228,freq:,4655240
item:,4008602071,freq:,4667182
item:,364005744,freq:,4673729
item:,3330964440,freq:,4677747
item:,3826492055,freq:,4686753
item:,368186260,freq:,4706429
item:,2188304416,freq:,4750468
item:,1760671477,freq:,4755600
item:,614593129,freq:,4760507
item:,1304032503,freq:,4761019
item:,359893755,freq:,4767018
item:,3541788599,freq:,4786583
item:,2892635926,freq:,4787075
item:,2433772036,freq:,4789786
item:,1852728802,freq:,4794352
item:,1012324329,freq:,4802616
item:,507108026,freq:,4831702
item:,191773351,freq:,4849392
item:,3611258177,freq:,4856302
item:,2966476351,freq:,4893194
item:,3412991404,freq:,4947584
item:,3810209705,freq:,4950470
item:,2409397130,freq:,4962204
item:,2686861747,freq:,4967511
item:,878988401,freq:,4967848
item:,3569217547,freq:,4980618
item:,1568464987,freq:,4987980
item:,3410212702,freq:,4998345
item:,3364966371,freq:,4999606
item:,2679608896,freq:,5025832
item:,3441419666,freq:,5051055
item:,4040236727,freq:,5058664
item:,261907578,freq:,5059739
item:,3117789158,freq:,5072390
item:,1529236868,freq:,5072443
item:,3320061190,freq:,5087421
item:,3914441175,freq:,5091585
item:,1468022583,freq:,5140526
item:,3407815217,freq:,5164030
item:,1988330756,freq:,5209629
item:,3195335524,freq:,5220212
item:,1451409799,freq:,5224880
item:,5645343,freq:,5243305
item:,4060390657,freq:,5253029
item:,2531120263,freq:,5278424
item:,3001674804,freq:,5287349
item:,1500786932,freq:,5308779
item:,1994720367,freq:,5323261
item:,2291932485,freq:,5327654
item:,195154995,freq:,5356260
item:,407819382,freq:,5363588
item:,3366025482,freq:,5390126
item:,1844151606,freq:,5403418
item:,24382593,freq:,5419695
item:,613059042,freq:,5427661
item:,717796563,freq:,5447923
item:,259392638,freq:,5458083
item:,1000798927,freq:,5461040
item:,2832797683,freq:,5503466
item:,456882384,freq:,5515055
item:,2645530470,freq:,5529514
item:,351026395,freq:,5533012
item:,2121420716,freq:,5536009
item:,2139594816,freq:,5538509
item:,2855884764,freq:,5543239
item:,1098432990,freq:,5560131
item:,2152226506,freq:,5594256
item:,3163850364,freq:,5598729
item:,3330206808,freq:,5638876
item:,1670538908,freq:,5641615
item:,2127949814,freq:,5642110
item:,819823953,freq:,5647320
item:,194306087,freq:,5647680
item:,3412609471,freq:,5648990
item:,543619991,freq:,5681412
item:,2961641284,freq:,5689476
item:,28128881,freq:,5690135
item:,3829281576,freq:,5693312
item:,3229768095,freq:,5708964
item:,3586050280,freq:,5717997
item:,3265052428,freq:,5727358
item:,2706322161,freq:,5734235
item:,3261568381,freq:,5767718
item:,967757426,freq:,5774370
item:,1702269212,freq:,5795574
item:,2601247718,freq:,5803101
item:,3315067560,freq:,5823343
item:,1448651953,freq:,5866926
item:,3263431589,freq:,5877024
item:,3155440024,freq:,5890068
item:,667609637,freq:,5921239
item:,3771389218,freq:,5924071
item:,3049313443,freq:,5975322
item:,3917050431,freq:,5992376
item:,2538820811,freq:,5992925
item:,2959691455,freq:,5998623
item:,817906795,freq:,6015383
item:,1307489958,freq:,6038565
item:,3991142622,freq:,6048956
item:,2456528032,freq:,6052977
item:,922585835,freq:,6101716
item:,2703203108,freq:,6110791
item:,3244157195,freq:,6144186
item:,39078897,freq:,6155220
item:,2161501432,freq:,6235232
item:,3806312111,freq:,6285837
item:,2933486955,freq:,6318769
item:,58744045,freq:,6333468
item:,2673378799,freq:,6347966
item:,1992810918,freq:,6354368
