item:,0.43.189.72,freq:,115453543,true,115451043,error,2500,over,0,table,115451043
item:,1.111.161.22,freq:,6466084,true,6457676,error,8408,over,0,table,6457676
item:,1.116.12.129,freq:,4450404,true,4413846,error,36558,over,0,table,4413846
item:,1.166.139.93,freq:,11547632,true,11526743,error,20889,over,0,table,11526743
item:,1.217.35.203,freq:,25177388,true,25172784,error,4604,over,0,table,25172784
item:,100.226.131.169,freq:,8280190,true,8264942,error,15248,over,0,table,8264942
item:,100.5.248.154,freq:,3774697,true,3770680,error,4017,over,0,table,3770680
item:,100.86.189.16,freq:,10081706,true,10073233,error,8473,over,0,table,10073233
item:,101.1.177.199,freq:,4422053,true,4410659,error,11394,over,0,table,4410659
item:,101.118.145.28,freq:,5829222,true,5813562,error,15660,over,0,table,5813562
item:,102.131.210.179,freq:,36520725,true,36509337,error,11388,over,0,table,36509337
item:,102.16.33.29,freq:,4944236,true,4933911,error,10325,over,0,table,4933911
item:,102.20.11.120,freq:,4327837,true,4317782,error,10055,over,0,table,4317782
item:,102.37.83.210,freq:,20557107,true,20551505,error,5602,over,0,table,20551505
item:,102.48.160.56,freq:,4944398,true,4932572,error,11826,over,0,table,4932572
item:,102.89.167.88,freq:,31086458,true,31058839,error,27619,over,0,table,31058839
item:,103.10.206.83,freq:,27182574,true,27173165,error,9409,over,0,table,27173165
item:,103.190.223.157,freq:,8648400,true,8638836,error,9564,over,0,table,8638836
item:,104.181.149.136,freq:,34871779,true,34844968,error,26811,over,0,table,34844968
item:,104.217.227.165,freq:,4794458,true,4782010,error,12448,over,0,table,4782010
item:,104.241.182.245,freq:,3218211,true,3205872,error,12339,over,0,table,3205872
item:,106.188.78.39,freq:,5029219,true,5023918,error,5301,over,0,table,5023918
item:,106.73.161.194,freq:,32699882,true,32696183,error,3699,over,0,table,32696183
item:,107.11.60.148,freq:,10934983,true,10922347,error,12636,over,0,table,10922347
item:,107.215.97.31,freq:,5825421,true,5810492,error,14929,over,0,table,5810492
item:,107.35.206.182,freq:,52801472,true,52774916,error,26556,over,0,table,52774916
item:,107.94.41.206,freq:,36021708,true,36009318,error,12390,over,0,table,36009318
item:,108.174.110.92,freq:,8140104,true,8132317,error,7787,over,0,table,8132317
item:,108.179.186.64,freq:,4268566,true,4262433,error,6133,over,0,table,4262433
item:,108.218.233.54,freq:,129486967,true,129482819,error,4148,over,0,table,129482819
item:,109.166.108.73,freq:,43950500,true,43946583,error,3917,over,0,table,43946583
item:,109.212.0.132,freq:,3239588,true,3226999,error,12589,over,0,table,3226999
item:,109.213.161.100,freq:,36910131,true,36890848,error,19283,over,0,table,36890848
item:,109.235.133.54,freq:,4686518,true,4680639,error,5879,over,0,table,4680639
item:,109.87.29.88,freq:,5895072,true,5888519,error,6553,over,0,table,5888519
item:,11.111.49.48,freq:,7906719,true,7896656,error,10063,over,0,table,7896656
item:,11.129.58.36,freq:,30360157,true,30345798,error,14359,over,0,table,30345798
item:,11.199.74.89,freq:,7862878,true,7840150,error,22728,over,0,table,7840150
item:,11.223.18.19,freq:,6618203,true,6605269,error,12934,over,0,table,6605269
item:,11.225.93.120,freq:,28150103,true,28140520,error,9583,over,0,table,28140520
item:,11.37.46.17,freq:,4035724,true,4023415,error,12309,over,0,table,4023415
item:,110.67.85.38,freq:,3578888,true,3571112,error,7776,over,0,table,3571112
item:,111.116.201.178,freq:,39991257,true,39986201,error,5056,over,0,table,39986201
item:,111.179.213.211,freq:,14967603,true,14964620,error,2983,over,0,table,14964620
item:,112.18.182.51,freq:,16309510,true,16298889,error,10621,over,0,table,16298889
item:,113.102.153.174,freq:,61094865,true,61091871,error,2994,over,0,table,61091871
item:,113.108.202.130,freq:,3905392,true,3901771,error,3621,over,0,table,3901771
item:,113.130.92.42,freq:,25407142,true,25387652,error,19490,over,0,table,25387652
item:,113.236.111.12,freq:,7297709,true,7288491,error,9218,over,0,table,7288491
item:,113.36.189.10,freq:,21852056,true,21846821,error,5235,over,0,table,21846821
item:,113.50.39.158,freq:,10085892,true,10072857,error,13035,over,0,table,10072857
item:,114.12.138.204,freq:,26638872,true,26615022,error,23850,over,0,table,26615022
item:,115.41.221.12,freq:,221945095,true,221936802,error,8293,over,0,table,221936802
item:,115.83.123.232,freq:,65848116,true,65832937,error,15179,over,0,table,65832937
item:,116.75.70.78,freq:,5893350,true,5878545,error,14805,over,0,table,5878545
item:,117.245.247.101,freq:,3732334,true,3727188,error,5146,over,0,table,3727188
item:,118.220.216.255,freq:,34807254,true,34804566,error,2688,over,0,table,34804566
item:,118.239.175.150,freq:,17291852,true,17262760,error,29092,over,0,table,17262760
item:,118.246.160.161,freq:,4403841,true,4394925,error,8916,over,0,table,4394925
item:,121.164.114.125,freq:,8313969,true,8302019,error,11950,over,0,table,8302019
item:,121.171.146.150,freq:,3521515,true,3509088,error,12427,over,0,table,3509088
item:,121.191.5.219,freq:,8311473,true,8299584,error,11889,over,0,table,8299584
item:,121.223.205.52,freq:,33138668,true,33129156,error,9512,over,0,table,33129156
item:,121.224.108.145,freq:,18012567,true,18004395,error,8172,over,0,table,18004395
item:,121.242.118.151,freq:,30392457,true,30385545,error,6912,over,0,table,30385545
item:,121.39.58.145,freq:,4485206,true,4476592,error,8614,over,0,table,4476592
item:,121.77.150.209,freq:,22971657,true,22949531,error,22126,over,0,table,22949531
item:,123.168.1.162,freq:,3244788,true,3228191,error,16597,over,0,table,3228191
item:,123.170.221.190,freq:,4209626,true,4201607,error,8019,over,0,table,4201607
item:,123.250.43.223,freq:,13600297,true,13562280,error,38017,over,0,table,13562280
item:,123.55.82.84,freq:,43063553,true,43056493,error,7060,over,0,table,43056493
item:,123.65.82.224,freq:,74825803,true,74795949,error,29854,over,0,table,74795949
item:,124.239.88.1,freq:,6397809,true,6388242,error,9567,over,0,table,6388242
item:,124.244.252.175,freq:,9216107,true,9184211,error,31896,over,0,table,9184211
item:,124.38.55.80,freq:,5893036,true,5831839,error,61197,over,0,table,5831839
item:,124.91.140.52,freq:,54579501,true,54555100,error,24401,over,0,table,54555100
item:,125.0.114.87,freq:,25121949,true,25104671,error,17278,over,0,table,25104671
item:,125.119.241.222,freq:,89107216,true,89082575,error,24641,over,0,table,89082575
item:,125.175.153.12,freq:,3345779,true,3343636,error,2143,over,0,table,3343636
item:,126.170.116.38,freq:,3518674,true,3513355,error,5319,over,0,table,3513355
item:,127.135.160.64,freq:,9512679,true,9498986,error,13693,over,0,table,9498986
item:,127.154.75.212,freq:,18125576,true,18114980,error,10596,over,0,table,18114980
item:,127.227.254.79,freq:,71759184,true,71749621,error,9563,over,0,table,71749621
item:,128.131.114.59,freq:,59548610,true,59533671,error,14939,over,0,table,59533671
item:,128.160.212.123,freq:,65158423,true,65135696,error,22727,over,0,table,65135696
item:,128.205.187.233,freq:,5728481,true,5723108,error,5373,over,0,table,5723108
item:,128.238.243.185,freq:,4646797,true,4637324,error,9473,over,0,table,4637324
item:,128.72.94.202,freq:,5494027,true,5486328,error,7699,over,0,table,5486328
item:,129.110.79.155,freq:,27304566,true,27290392,error,14174,over,0,table,27290392
item:,129.81.208.58,freq:,6131999,true,6112447,error,19552,over,0,table,6112447
item:,13.1.208.179,freq:,72247979,true,72237112,error,10867,over,0,table,72237112
item:,13.19.244.194,freq:,56688612,true,56673480,error,15132,over,0,table,56673480
item:,13.199.134.3,freq:,6026926,true,6017023,error,9903,over,0,table,6017023
item:,13.20.44.235,freq:,3234741,true,3227040,error,7701,over,0,table,3227040
item:,130.110.224.32,freq:,7742092,true,7731827,error,10265,over,0,table,7731827
item:,132.117.148.223,freq:,3575492,true,3565165,error,10327,over,0,table,3565165
item:,132.12.10.206,freq:,10947622,true,10937192,error,10430,over,0,table,10937192
item:,133.185.61.243,freq:,10935994,true,10927693,error,8301,over,0,table,10927693
item:,133.193.111.115,freq:,5725885,true,5707218,error,18667,over,0,table,5707218
item:,133.213.41.119,freq:,3946747,true,3936927,error,9820,over,0,table,3936927
item:,134.237.81.208,freq:,27874420,true,27874144,error,276,over,0,table,27874144
item:,134.92.44.141,freq:,47688883,true,47623496,error,65387,over,0,table,47623496
item:,136.209.41.41,freq:,8003495,true,7996019,error,7476,over,0,table,7996019
item:,136.254.216.17,freq:,21329767,true,21327439,error,2328,over,0,table,21327439
item:,137.105.31.225,freq:,4405056,true,4391420,error,13636,over,0,table,4391420
item:,137.51.32.100,freq:,8669766,true,8655589,error,14177,over,0,table,8655589
item:,138.128.219.129,freq:,18424926,true,18418295,error,6631,over,0,table,18418295
item:,138.130.236.248,freq:,10306919,true,10296085,error,10834,over,0,table,10296085
item:,14.135.23.177,freq:,5151288,true,5139411,error,11877,over,0,table,5139411
item:,14.164.14.175,freq:,4141315,true,4136596,error,4719,over,0,table,4136596
item:,14.217.70.196,freq:,3543143,true,3507965,error,35178,over,0,table,3507965
item:,14.239.153.130,freq:,3325157,true,3311534,error,13623,over,0,table,3311534
item:,141.201.95.181,freq:,3851402,true,3839705,error,11697,over,0,table,3839705
item:,141.234.237.142,freq:,17665338,true,17660693,error,4645,over,0,table,17660693
item:,141.33.181.21,freq:,5399722,true,5393771,error,5951,over,0,table,5393771
item:,143.113.186.99,freq:,51743042,true,51734299,error,8743,over,0,table,51734299
item:,143.116.253.240,freq:,5044456,true,5041583,error,2873,over,0,table,5041583
item:,143.135.197.33,freq:,26823299,true,26821465,error,1834,over,0,table,26821465
item:,143.181.251.105,freq:,20438867,true,20419975,error,18892,over,0,table,20419975
item:,143.195.107.145,freq:,19142061,true,19136870,error,5191,over,0,table,19136870
item:,143.223.83.180,freq:,13037018,true,13032769,error,4249,over,0,table,13032769
item:,143.247.46.3,freq:,3469588,true,3458564,error,11024,over,0,table,3458564
item:,143.59.162.144,freq:,222203045,true,222186421,error,16624,over,0,table,222186421
item:,143.77.142.249,freq:,21079845,true,21038708,error,41137,over,0,table,21038708
item:,145.124.216.85,freq:,29866886,true,29861962,error,4924,over,0,table,29861962
