item:,0.178.80.81,freq:,3402524,true,3375883,error,26641,over,0,table,3375883
item:,0.43.189.72,freq:,71582471,true,71569881,error,12590,over,0,table,71569881
item:,0.44.78.45,freq:,3357887,true,3346601,error,11286,over,0,table,3346601
item:,1.111.161.22,freq:,6475090,true,6457805,error,17285,over,0,table,6457805
item:,1.116.12.129,freq:,4814179,true,4811248,error,2931,over,0,table,4811248
item:,1.217.35.203,freq:,36198629,true,36186228,error,12401,over,0,table,36186228
item:,100.226.131.169,freq:,49730916,true,49719316,error,11600,over,0,table,49719316
item:,100.5.248.154,freq:,7957730,true,7945476,error,12254,over,0,table,7945476
item:,100.62.241.177,freq:,4504718,true,4496534,error,8184,over,0,table,4496534
item:,101.1.177.199,freq:,7462426,true,7424121,error,38305,over,0,table,7424121
item:,101.118.145.28,freq:,6879637,true,6874839,error,4798,over,0,table,6874839
item:,101.4.239.95,freq:,3208771,true,3193431,error,15340,over,0,table,3193431
item:,101.96.42.16,freq:,3784174,true,2171,error,3,over,0,table,2171
item:,102.131.210.179,freq:,24018623,true,24005411,error,13212,over,0,table,24005411
item:,102.177.41.9,freq:,3784174,true,3779519,error,4655,over,0,table,3779519
item:,102.20.11.120,freq:,4437229,true,4418532,error,18697,over,0,table,4418532
item:,102.250.217.15,freq:,25136397,true,25132888,error,3509,over,0,table,25132888
item:,102.37.83.210,freq:,9580891,true,9575184,error,5707,over,0,table,9575184
item:,102.48.160.56,freq:,4346987,true,4330883,error,16104,over,0,table,4330883
item:,102.89.167.88,freq:,35277589,true,35265304,error,12285,over,0,table,35265304
item:,103.10.206.83,freq:,7094695,true,7088152,error,6543,over,0,table,7088152
item:,103.190.223.157,freq:,15858193,true,15849781,error,8412,over,0,table,15849781
item:,103.241.233.178,freq:,17951862,true,17942878,error,8984,over,0,table,17942878
item:,104.181.149.136,freq:,34829599,true,34813464,error,16135,over,0,table,34813464
item:,104.241.182.245,freq:,3213478,true,3205656,error,7822,over,0,table,3205656
item:,104.244.48.56,freq:,34737226,true,34722593,error,14633,over,0,table,34722593
item:,104.31.136.42,freq:,4608315,true,4597630,error,10685,over,0,table,4597630
item:,105.133.226.83,freq:,5689993,true,5671498,error,18495,over,0,table,5671498
item:,106.73.161.194,freq:,11612260,true,11602441,error,9819,over,0,table,11602441
item:,107.114.48.153,freq:,4627772,true,4529494,error,98278,over,0,table,4529494
item:,107.215.97.31,freq:,15636903,true,15601581,error,35322,over,0,table,15601581
item:,107.35.206.182,freq:,52724424,true,52706511,error,17913,over,0,table,52706511
item:,108.174.110.92,freq:,46686648,true,46678494,error,8154,over,0,table,46678494
item:,108.218.233.54,freq:,161299725,true,161289733,error,9992,over,0,table,161289733
item:,108.5.67.188,freq:,6366264,true,353,error,6,over,0,table,353
